CITY,REGION,STATE,ZIP-CODE,SEGMENT,SHIPMENT-MODE,ITEMS,SUB-ITEMS,QUANTITY,DISCOUNT,SALES,PROFIT
San Francisco,West,CA,94122,Consumer,Standard Class,Office Supplies,Art,8,0.1,23.36,7.6838
Moreno Valley,West,CA,92553,Consumer,First Class,Office Supplies,Paper,4,0.1,19.84,10.3566
Garden City,Central,KS,67846,Consumer,First Class,Office Supplies,Paper,3,0.1,9.94,5.3184
Garden City,Central,KS,67846,Consumer,First Class,Office Supplies,Fasteners,2,0.1,6.21,2.8265
Garden City,Central,KS,67846,Consumer,First Class,Office Supplies,Art,3,0.1,6.16,2.7534
New York City,East,NY,10035,Consumer,Second Class,Furniture,Furnishings,4,0.1,15.31,5.6475
Orlando,South,FL,32839,Corporate,Standard Class,Office Supplies,Binders,10,0.8,7.042,-3.4026
Watertown,East,NY,13601,Consumer,Standard Class,Office Supplies,Paper,3,0.1,18.94,9.7392
Watertown,East,NY,13601,Consumer,Standard Class,Office Supplies,Binders,6,0.3,680.36,222.0124
Los Angeles,West,CA,90032,Corporate,First Class,Furniture,Tables,2,0.3,189.976,10.5042
Los Angeles,West,CA,90032,Corporate,First Class,Technology,Phones,6,0.3,72.36,8.2214
Los Angeles,West,CA,90004,Consumer,Standard Class,Technology,Phones,6,0.3,540.32,48.2684
Los Angeles,West,CA,90004,Consumer,Standard Class,Furniture,Chairs,5,0.3,725.744,55.4262
Los Angeles,West,CA,90004,Consumer,Standard Class,Office Supplies,Art,4,0.1,7.84,3.6294
Newark,East,DE,19711,Home Office,Standard Class,Office Supplies,Appliances,2,0.1,39.88,12.0798
Detroit,Central,MI,48234,Home Office,Second Class,Office Supplies,Appliances,6,0.2,850.9,246.7254
Detroit,Central,MI,48234,Home Office,Second Class,Furniture,Furnishings,10,0.1,75.73,20.6112
Phoenix,West,AZ,85023,Corporate,Second Class,Office Supplies,Appliances,7,0.3,326.032,29.5182
Phoenix,West,AZ,85023,Corporate,Second Class,Technology,Accessories,3,0.3,23.744,-0.4336
Phoenix,West,AZ,85023,Corporate,Second Class,Office Supplies,Labels,6,0.3,16.92,6.3944
Brownsville,Central,TX,78521,Home Office,First Class,Office Supplies,Envelopes,6,0.3,336.12,114.3309
Brownsville,Central,TX,78521,Home Office,First Class,Technology,Phones,8,0.3,252.344,89.2058
Brownsville,Central,TX,78521,Home Office,First Class,Furniture,Chairs,8,0.4,127.702,-8.0676
Louisville,South,KY,40214,Consumer,Second Class,Furniture,Chairs,9,0.1,1208.24,315.0638
Louisville,South,KY,40214,Consumer,Second Class,Office Supplies,Binders,2,0.1,12.93,6.9145
Louisville,South,KY,40214,Consumer,Second Class,Office Supplies,Art,2,0.1,34.98,11.0536
Louisville,South,KY,40214,Consumer,Second Class,Furniture,Chairs,2,0.1,301.38,88.3096
Louisville,South,KY,40214,Consumer,Second Class,Furniture,Chairs,4,0.1,259.15,78.6504
Newark,East,DE,19711,Corporate,Standard Class,Office Supplies,Art,4,0.1,59.92,16.5006
Newark,East,DE,19711,Corporate,Standard Class,Office Supplies,Envelopes,8,0.1,58.36,28.2666
Newark,East,DE,19711,Corporate,Standard Class,Furniture,Bookcases,3,0.1,442.36,102.6762
Newark,East,DE,19711,Corporate,Standard Class,Office Supplies,Paper,7,0.1,68.44,34.365
Pueblo,West,CO,81001,Home Office,First Class,Technology,Machines,7,0.8,704.11,-937.2546
Pueblo,West,CO,81001,Home Office,First Class,Office Supplies,Binders,5,0.8,18.304,-13.8946
Pueblo,West,CO,81001,Home Office,First Class,Office Supplies,Binders,5,0.8,12.376,-8.1562
Pueblo,West,CO,81001,Home Office,First Class,Technology,Accessories,6,0.3,68.36,1.8749
Los Angeles,West,CA,90036,Corporate,Standard Class,Furniture,Chairs,4,0.3,892.624,90.2478
Greenville,South,NC,27834,Consumer,Standard Class,Technology,Machines,3,0.6,1300.39,-570.9702
San Francisco,West,CA,94110,Corporate,First Class,Office Supplies,Binders,3,0.3,4.944,2.6726
San Francisco,West,CA,94110,Corporate,First Class,Furniture,Chairs,5,0.3,1352.432,85.5274
Marion,East,OH,43302,Corporate,Standard Class,Furniture,Tables,10,0.5,1549.39,-463.6716
Marion,East,OH,43302,Corporate,Standard Class,Office Supplies,Envelopes,4,0.3,20.272,7.7322
Dallas,Central,TX,75081,Consumer,First Class,Technology,Accessories,4,0.3,119.848,-12.4125
Dallas,Central,TX,75081,Consumer,First Class,Office Supplies,Storage,3,0.3,118.56,-24.0836
Huntsville,South,AL,35810,Corporate,Standard Class,Office Supplies,Art,5,0.1,19.96,6.5022
Las Vegas,West,NV,89115,Consumer,Second Class,Furniture,Furnishings,5,0.1,81.36,30.171
Las Vegas,West,NV,89115,Consumer,Second Class,Office Supplies,Paper,5,0.1,26.32,13.467
Los Angeles,West,CA,90049,Home Office,Same Day,Office Supplies,Appliances,3,0.1,107.36,32.0438
Los Angeles,West,CA,90049,Home Office,Same Day,Furniture,Furnishings,5,0.1,188.16,78.007
Lakewood,East,OH,44107,Home Office,First Class,Office Supplies,Binders,5,0.8,77.176,-52.7178
Fremont,Central,NE,68025,Corporate,Standard Class,Office Supplies,Binders,6,0.1,54.3,26.8974
Huntsville,Central,TX,77340,Consumer,Standard Class,Furniture,Furnishings,4,0.7,77.128,-52.6842
Huntsville,Central,TX,77340,Consumer,Standard Class,Office Supplies,Binders,8,0.9,10.83,-17.2271
Los Angeles,West,CA,90036,Consumer,First Class,Office Supplies,Art,6,0.1,99.6,26.8174
Asheville,South,NC,28806,Consumer,Standard Class,Office Supplies,Art,6,0.3,16.32,3.8114
Bossier City,South,LA,71111,Corporate,Standard Class,Furniture,Furnishings,5,0.1,130.32,11.419
Providence,East,RI,2908,Home Office,Standard Class,Office Supplies,Binders,2,0.1,30.8,15.0094
Providence,East,RI,2908,Home Office,Standard Class,Technology,Copiers,10,0.1,5400.31,2592.9822
Providence,East,RI,2908,Home Office,Standard Class,Office Supplies,Storage,4,0.1,119.5,35.5644
Everett,East,MA,2149,Home Office,Second Class,Office Supplies,Paper,7,0.1,40.48,20.2638
Everett,East,MA,2149,Home Office,Second Class,Office Supplies,Paper,4,0.1,60.34,29.1972
Everett,East,MA,2149,Home Office,Second Class,Technology,Accessories,3,0.1,260.38,89.4186
Everett,East,MA,2149,Home Office,Second Class,Furniture,Bookcases,2,0.1,171.38,33.5116
Everett,East,MA,2149,Home Office,Second Class,Furniture,Furnishings,4,0.1,39.37,5.7018
Everett,East,MA,2149,Home Office,Second Class,Office Supplies,Paper,6,0.1,155.3,70.7304
Everett,East,MA,2149,Home Office,Second Class,Furniture,Tables,5,0.4,446.468,1.0254
Rancho Cucamonga,West,CA,91730,Consumer,Second Class,Office Supplies,Appliances,4,0.1,153.34,42.3192
Charlotte,South,NC,28205,Consumer,Same Day,Technology,Accessories,4,0.3,23.872,6.0132
Providence,East,RI,2908,Home Office,Standard Class,Office Supplies,Paper,5,0.1,196.04,92.9762
Providence,East,RI,2908,Home Office,Standard Class,Office Supplies,Paper,4,0.1,15.34,8.0472
Providence,East,RI,2908,Home Office,Standard Class,Technology,Accessories,5,0.1,1688.2,743.6574
Providence,East,RI,2908,Home Office,Standard Class,Furniture,Bookcases,3,0.1,342.36,79.6762
Providence,East,RI,2908,Home Office,Standard Class,Furniture,Chairs,7,0.1,606.28,152.4954
Midland,Central,MI,48640,Home Office,First Class,Office Supplies,Appliances,2,0.2,187.132,42.5214
Midland,Central,MI,48640,Home Office,First Class,Office Supplies,Binders,4,0.1,3813.37,1907.5104
Rochester,East,NY,14609,Consumer,Standard Class,Office Supplies,Binders,10,0.3,26.824,10.6041
Rochester,East,NY,14609,Consumer,Standard Class,Technology,Phones,2,0.1,626.39,188.8224
Jackson,Central,MI,49201,Corporate,Standard Class,Furniture,Tables,10,0.1,1569.01,330.4335
Jackson,Central,MI,49201,Corporate,Standard Class,Office Supplies,Binders,2,0.1,17.7,9.3294
Jackson,Central,MI,49201,Corporate,Standard Class,Technology,Accessories,9,0.1,160.4,63.4254
Suffolk,South,VA,23434,Corporate,First Class,Office Supplies,Appliances,4,0.1,180.34,51.4086
Suffolk,South,VA,23434,Corporate,First Class,Furniture,Tables,4,0.1,873.34,158.1546
Suffolk,South,VA,23434,Corporate,First Class,Office Supplies,Paper,3,0.1,13.36,7.2462
Brentwood,West,CA,94513,Consumer,Standard Class,Office Supplies,Labels,7,0.1,89.2,45.4254
Brentwood,West,CA,94513,Consumer,Standard Class,Technology,Phones,5,0.3,320.368,37.0218
Seattle,West,WA,98103,Consumer,Same Day,Furniture,Chairs,8,0.3,168.288,15.7156
Houston,Central,TX,77036,Home Office,First Class,Office Supplies,Paper,6,0.3,164.36,60.4609
Houston,Central,TX,77036,Home Office,First Class,Office Supplies,Binders,5,0.9,5.632,-7.0842
Lawrence,East,MA,1841,Home Office,Standard Class,Technology,Copiers,3,0.1,1200.38,469.0176
Lawrence,East,MA,1841,Home Office,Standard Class,Office Supplies,Storage,2,0.1,74.25,3.2409
Lawrence,East,MA,1841,Home Office,Standard Class,Office Supplies,Supplies,4,0.1,26.11,7.71
Lawrence,East,MA,1841,Home Office,Standard Class,Office Supplies,Fasteners,7,0.1,17.68,9.147
Lawrence,East,MA,1841,Home Office,Standard Class,Furniture,Tables,3,0.4,526.982,-51.6328
Detroit,Central,MI,48234,Consumer,Standard Class,Office Supplies,Paper,3,0.1,11.96,6.6898
Detroit,Central,MI,48234,Consumer,Standard Class,Technology,Phones,4,0.1,210.37,59.817
Detroit,Central,MI,48234,Consumer,Standard Class,Furniture,Tables,5,0.1,448.24,99.5502
Detroit,Central,MI,48234,Consumer,Standard Class,Technology,Accessories,4,0.1,480.37,164.2152
Detroit,Central,MI,48234,Consumer,Standard Class,Office Supplies,Art,4,0.1,9.04,3.531
Orem,West,UT,84057,Corporate,Standard Class,Office Supplies,Art,3,0.1,12.08,5.2302
Philadelphia,East,PA,19120,Consumer,Standard Class,Technology,Accessories,4,0.3,41.176,1.5351
Philadelphia,East,PA,19120,Consumer,Standard Class,Office Supplies,Binders,4,0.8,14.098,-8.5632
Mesa,West,AZ,85204,Consumer,Standard Class,Technology,Phones,6,0.3,88.2,33.9504
Fayetteville,South,NC,28314,Consumer,Second Class,Furniture,Furnishings,4,0.3,78.352,16.6158
Fayetteville,South,NC,28314,Consumer,Second Class,Office Supplies,Storage,3,0.3,147.584,-28.4114
Fayetteville,South,NC,28314,Consumer,Second Class,Office Supplies,Paper,4,0.3,48.352,17.2092
Los Angeles,West,CA,90032,Consumer,First Class,Office Supplies,Appliances,7,0.1,250.66,73.6008
Philadelphia,East,PA,19140,Consumer,Standard Class,Technology,Accessories,4,0.3,41.176,1.5351
Colorado Springs,West,CO,80906,Corporate,Standard Class,Office Supplies,Paper,6,0.3,30,10.2754
Colorado Springs,West,CO,80906,Corporate,Standard Class,Office Supplies,Binders,3,0.8,2.338,-0.3312
Los Angeles,West,CA,90032,Corporate,Standard Class,Technology,Accessories,5,0.1,160.36,52.2126
New York City,East,NY,10009,Corporate,Standard Class,Office Supplies,Art,4,0.1,59.92,16.5006
New York City,East,NY,10009,Corporate,Standard Class,Office Supplies,Envelopes,3,0.1,17.88,9.241
New York City,East,NY,10009,Corporate,Standard Class,Office Supplies,Binders,3,0.3,13.568,5.6342
San Francisco,West,CA,94109,Home Office,Standard Class,Office Supplies,Appliances,4,0.1,41.14,13.2474
Austin,Central,TX,78745,Corporate,Standard Class,Furniture,Chairs,2,0.4,180.286,-1.5444
Cleveland,East,OH,44105,Consumer,Standard Class,Office Supplies,Appliances,2,0.3,286.656,18.9164
Cleveland,East,OH,44105,Consumer,Standard Class,Office Supplies,Storage,3,0.3,24.624,-3.8194
Cleveland,East,OH,44105,Consumer,Standard Class,Office Supplies,Storage,4,0.3,331.936,-81.8586
New York City,East,NY,10009,Home Office,Second Class,Office Supplies,Art,4,0.1,17.92,7.3326
El Paso,Central,TX,79907,Consumer,Standard Class,Office Supplies,Art,5,0.3,18.256,5.2662
Tallahassee,South,FL,32303,Home Office,Standard Class,Technology,Accessories,4,0.3,432.376,-74.5704
Seattle,West,WA,98103,Home Office,Standard Class,Furniture,Chairs,5,0.3,291.536,-24.449
Dallas,Central,TX,75220,Home Office,First Class,Office Supplies,Envelopes,5,0.3,115.248,36.9154
Houston,Central,TX,77070,Consumer,Standard Class,Office Supplies,Paper,3,0.3,11.088,4.7662
Springfield,East,OH,45503,Consumer,Second Class,Office Supplies,Paper,5,0.3,15.632,6.547
Seattle,West,WA,98103,Consumer,Standard Class,Office Supplies,Art,4,0.1,12.82,6.2418
Seattle,West,WA,98105,Corporate,Standard Class,Office Supplies,Paper,4,0.1,19.84,10.3566
New York City,East,NY,10024,Consumer,Standard Class,Office Supplies,Binders,5,0.3,70.768,27.4134
Charlotte,South,NC,28205,Consumer,First Class,Office Supplies,Art,10,0.3,13.072,2.451
Baltimore,East,MD,21215,Consumer,Standard Class,Technology,Phones,6,0.1,90.35,44.2014
San Francisco,West,CA,94110,Home Office,Standard Class,Office Supplies,Paper,3,0.1,6.98,4.0522
San Francisco,West,CA,94110,Home Office,Standard Class,Technology,Accessories,2,0.1,95.39,29.5224
Tucson,West,AZ,85705,Consumer,Second Class,Technology,Phones,3,0.3,35.52,14.1954
Los Angeles,West,CA,90036,Consumer,Standard Class,Office Supplies,Paper,5,0.1,26.32,13.467
Waterbury,East,CT,6708,Corporate,Standard Class,Office Supplies,Binders,3,0.1,8.36,4.7666
Waterbury,East,CT,6708,Corporate,Standard Class,Technology,Phones,4,0.1,567.37,154.1073
Waterbury,East,CT,6708,Corporate,Standard Class,Office Supplies,Art,4,0.1,10.24,3.879
Chicago,Central,IL,60610,Home Office,Standard Class,Technology,Accessories,3,0.3,25.888,5.8044
Long Beach,East,NY,11561,Home Office,Second Class,Office Supplies,Fasteners,7,0.1,7.96,1.3278
Arlington,South,VA,22204,Consumer,Standard Class,Furniture,Furnishings,4,0.1,61.24,20.4942
Arlington,South,VA,22204,Consumer,Standard Class,Office Supplies,Storage,3,0.1,450.44,59.5306
Arlington,South,VA,22204,Consumer,Standard Class,Office Supplies,Binders,3,0.1,35,17.6334
Arlington,South,VA,22204,Consumer,Standard Class,Technology,Phones,4,0.1,468.37,141.4164
Arlington,South,VA,22204,Consumer,Standard Class,Office Supplies,Binders,3,0.1,33.42,16.875
Jacksonville,South,NC,28540,Corporate,First Class,Furniture,Furnishings,3,0.3,17.488,2.0934
Columbus,East,OH,43229,Corporate,Second Class,Office Supplies,Art,3,0.3,3.408,1.3638
Charlotte,South,NC,28205,Consumer,Standard Class,Office Supplies,Paper,8,0.3,268.64,94.9094
Charlotte,South,NC,28205,Consumer,Standard Class,Technology,Accessories,6,0.3,431.56,108.8154
Buffalo,East,NY,14215,Corporate,Second Class,Technology,Phones,5,0.1,44,13.2334
Buffalo,East,NY,14215,Corporate,Second Class,Furniture,Furnishings,4,0.1,155.35,32.0154
Houston,Central,TX,77041,Corporate,Standard Class,Office Supplies,Paper,4,0.3,15.952,6.4686
Memphis,South,TN,38109,Consumer,Standard Class,Office Supplies,Paper,3,0.3,42.608,14.743
Plano,Central,TX,75023,Consumer,First Class,Office Supplies,Paper,3,0.3,10.768,4.6542
Salem,West,OR,97301,Home Office,First Class,Office Supplies,Art,2,0.3,2.624,1.5814
Columbus,South,GA,31907,Consumer,Standard Class,Office Supplies,Envelopes,10,0.1,74.92,36.0498
Columbia,East,MD,21044,Corporate,Same Day,Office Supplies,Art,4,0.1,17.92,6.2814
Columbia,East,MD,21044,Corporate,Same Day,Furniture,Chairs,6,0.1,1780.3,374.8044
Columbia,East,MD,21044,Corporate,Same Day,Office Supplies,Art,6,0.1,220.3,60.3984
Portland,West,OR,97206,Consumer,First Class,Office Supplies,Art,4,0.3,7.552,1.7406
Tallahassee,South,FL,32303,Consumer,Standard Class,Office Supplies,Paper,6,0.3,27.12,10.3774
Riverside,West,CA,92503,Corporate,Same Day,Technology,Phones,3,0.3,1040.128,92.0016
Riverside,West,CA,92503,Corporate,Same Day,Office Supplies,Appliances,3,0.1,46.36,14.8134
Lancaster,East,OH,43130,Consumer,Standard Class,Office Supplies,Binders,3,0.8,456.988,-303.3666
Lancaster,East,OH,43130,Consumer,Standard Class,Technology,Machines,6,0.8,4500.385,-6598.9526
Lancaster,East,OH,43130,Consumer,Standard Class,Technology,Accessories,4,0.3,60.376,13.0206
San Francisco,West,CA,94109,Consumer,First Class,Office Supplies,Envelopes,4,0.1,6.52,3.9018
Moreno Valley,West,CA,92553,Home Office,Standard Class,Office Supplies,Appliances,2,0.1,11.38,3.99
Moreno Valley,West,CA,92553,Home Office,Standard Class,Office Supplies,Fasteners,4,0.1,8.26,4.641
Moreno Valley,West,CA,92553,Home Office,Standard Class,Office Supplies,Storage,4,0.1,51.85,14.9169
Moreno Valley,West,CA,92553,Home Office,Standard Class,Office Supplies,Binders,4,0.3,37.456,14.9214
Chesapeake,South,VA,23320,Consumer,Standard Class,Office Supplies,Appliances,5,0.1,204.32,56.0838
Chesapeake,South,VA,23320,Consumer,Standard Class,Technology,Phones,5,0.1,29.96,9.0066
Chicago,Central,IL,60623,Consumer,Standard Class,Office Supplies,Binders,4,0.9,8.968,-13.5402
Charlotte,South,NC,28205,Corporate,Second Class,Office Supplies,Storage,3,0.3,45.648,4.9846
Charlotte,South,NC,28205,Corporate,Second Class,Furniture,Tables,11,0.5,876.7,-291.0746
Charlotte,South,NC,28205,Corporate,Second Class,Office Supplies,Supplies,3,0.3,185.776,-33.7326
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Labels,3,0.1,25.46,12.8036
Chicago,Central,IL,60653,Consumer,First Class,Office Supplies,Binders,2,0.9,3.29,-3.7431
Chicago,Central,IL,60653,Consumer,First Class,Office Supplies,Fasteners,4,0.3,8.296,3.4929
Chicago,Central,IL,60653,Consumer,First Class,Furniture,Furnishings,4,0.7,23.008,-9.1482
Chicago,Central,IL,60653,Consumer,First Class,Office Supplies,Paper,9,0.3,30.928,10.5654
Philadelphia,East,PA,19120,Home Office,Same Day,Office Supplies,Binders,4,0.8,5.242,-2.364
Chicago,Central,IL,60623,Corporate,Standard Class,Office Supplies,Binders,6,0.9,2.2,-1.8546
Dallas,Central,TX,75217,Corporate,First Class,Technology,Accessories,3,0.3,40.384,-0.474
Las Vegas,West,NV,89115,Corporate,Second Class,Office Supplies,Paper,6,0.1,32.8,16.9014
Las Vegas,West,NV,89115,Corporate,Second Class,Office Supplies,Paper,3,0.1,98.28,49.9654
Amarillo,Central,TX,79109,Consumer,Standard Class,Technology,Phones,5,0.3,307.568,31.7422
Middletown,East,CT,6457,Corporate,Standard Class,Office Supplies,Binders,6,0.1,27.3,14.2064
New York City,East,NY,10035,Corporate,First Class,Office Supplies,Envelopes,4,0.1,47.41,23.1201
New York City,East,NY,10035,Corporate,First Class,Technology,Phones,2,0.1,470.39,137.3225
New York City,East,NY,10035,Corporate,First Class,Furniture,Chairs,4,0.2,208.246,3.3348
Philadelphia,East,PA,19120,Consumer,Standard Class,Office Supplies,Storage,4,0.3,325.144,-76.1013
Fresno,West,CA,93727,Consumer,Second Class,Furniture,Furnishings,3,0.1,40.88,15.5982
Franklin,South,TN,37064,Home Office,Standard Class,Office Supplies,Labels,5,0.3,12.4,5.2254
Franklin,South,TN,37064,Home Office,Standard Class,Office Supplies,Storage,5,0.3,720.464,-61.9802
Franklin,South,TN,37064,Home Office,Standard Class,Office Supplies,Storage,2,0.3,25.824,-3.7416
Franklin,South,TN,37064,Home Office,Standard Class,Office Supplies,Art,3,0.3,3.216,1.3422
Franklin,South,TN,37064,Home Office,Standard Class,Office Supplies,Binders,3,0.8,3.604,-1.5378
Raleigh,South,NC,27604,Consumer,Standard Class,Office Supplies,Binders,8,0.8,31.228,-23.637
Raleigh,South,NC,27604,Consumer,Standard Class,Office Supplies,Art,4,0.3,48.016,6.9774
Raleigh,South,NC,27604,Consumer,Standard Class,Technology,Phones,3,0.3,109.184,11.9038
Clinton,East,MD,20735,Consumer,First Class,Office Supplies,Paper,2,0.1,5.17,3.1719
Clinton,East,MD,20735,Consumer,First Class,Office Supplies,Art,4,0.1,8.38,3.1002
Clinton,East,MD,20735,Consumer,First Class,Furniture,Tables,4,0.4,550.831,-46.1544
Clinton,East,MD,20735,Consumer,First Class,Furniture,Furnishings,7,0.1,10.96,5.6718
Los Angeles,West,CA,90049,Home Office,First Class,Furniture,Bookcases,3,0.25,1498.066,141.9822
Los Angeles,West,CA,90049,Home Office,First Class,Technology,Phones,3,0.3,17.92,-2.4786
North Las Vegas,West,NV,89031,Home Office,Second Class,Office Supplies,Art,4,0.1,113.62,30.4626
North Las Vegas,West,NV,89031,Home Office,Second Class,Office Supplies,Paper,7,0.1,36.28,18.6066
North Las Vegas,West,NV,89031,Home Office,Second Class,Office Supplies,Binders,4,0.3,4536.376,1645.3167
San Francisco,West,CA,94109,Consumer,Standard Class,Office Supplies,Fasteners,9,0.1,12.24,6.7086
Cranston,East,RI,2920,Home Office,Second Class,Office Supplies,Storage,7,0.1,593.14,161.0652
Jackson,South,TN,38301,Consumer,Second Class,Office Supplies,Storage,10,0.3,112.072,8.0049
Newark,East,DE,19711,Home Office,Standard Class,Office Supplies,Art,4,0.1,9.04,3.531
Newark,East,DE,19711,Home Office,Standard Class,Technology,Accessories,4,0.1,150.37,53.5149
Los Angeles,West,CA,90036,Corporate,Standard Class,Furniture,Chairs,6,0.3,233.28,18.4914
Rome,East,NY,13440,Corporate,Standard Class,Furniture,Chairs,2,0.2,91.282,16.1724
Chicago,Central,IL,60610,Corporate,Standard Class,Technology,Phones,5,0.3,509.168,39.183
Chicago,Central,IL,60610,Corporate,Standard Class,Office Supplies,Envelopes,4,0.3,10.312,4.2468
San Diego,West,CA,92105,Corporate,Standard Class,Furniture,Chairs,4,0.3,64.336,7.419
San Diego,West,CA,92105,Corporate,Standard Class,Office Supplies,Art,4,0.1,59.92,16.5006
San Diego,West,CA,92105,Corporate,Standard Class,Technology,Phones,4,0.3,312.376,40.0224
San Diego,West,CA,92105,Corporate,Standard Class,Office Supplies,Binders,4,0.3,50.752,18.6486
Houston,Central,TX,77036,Consumer,Standard Class,Technology,Phones,3,0.3,19.536,2.939
West Palm Beach,South,FL,33407,Home Office,Standard Class,Office Supplies,Art,6,0.3,13.52,3.1574
Los Angeles,West,CA,90045,Consumer,Second Class,Furniture,Tables,3,0.3,241.968,-14.0726
Los Angeles,West,CA,90045,Consumer,Second Class,Technology,Phones,3,0.3,480.32,43.0184
Seattle,West,WA,98103,Corporate,Standard Class,Furniture,Chairs,5,0.3,307.536,-10.4922
Seattle,West,WA,98103,Corporate,Standard Class,Office Supplies,Labels,3,0.1,13,6.8214
Seattle,West,WA,98103,Corporate,Standard Class,Technology,Accessories,3,0.1,160.38,58.6182
Des Moines,Central,IA,50315,Consumer,Standard Class,Office Supplies,Envelopes,4,0.1,6.52,3.9018
Des Moines,Central,IA,50315,Consumer,Standard Class,Furniture,Tables,5,0.1,1185.12,107.6502
New York City,East,NY,10024,Consumer,Standard Class,Office Supplies,Appliances,3,0.1,46.36,14.8134
Arlington,South,VA,22204,Consumer,Second Class,Office Supplies,Binders,4,0.1,58.45,27.7284
Arlington,South,VA,22204,Consumer,Second Class,Office Supplies,Paper,12,0.1,71.68,35.2398
Pharr,Central,TX,78577,Consumer,Standard Class,Furniture,Tables,5,0.4,124.804,-20.301
Arlington,South,VA,22204,Consumer,Standard Class,Office Supplies,Paper,6,0.1,155.3,70.7304
Arlington,South,VA,22204,Consumer,Standard Class,Technology,Phones,13,0.1,1872.28,562.5894
Houston,Central,TX,77070,Consumer,Standard Class,Furniture,Furnishings,3,0.7,16.592,-5.8562
Irving,Central,TX,75061,Consumer,Standard Class,Office Supplies,Storage,4,0.3,19.336,-2.7618
Irving,Central,TX,75061,Consumer,Standard Class,Office Supplies,Storage,4,0.3,13.072,-2.1426
Irving,Central,TX,75061,Consumer,Standard Class,Office Supplies,Labels,3,0.3,5.44,2.7894
Chicago,Central,IL,60653,Corporate,Standard Class,Office Supplies,Paper,3,0.3,8.848,3.9822
Chicago,Central,IL,60653,Corporate,Standard Class,Office Supplies,Appliances,3,0.9,20.788,-51.9834
Los Angeles,West,CA,90049,Home Office,Standard Class,Office Supplies,Paper,3,0.1,10.36,5.9058
Hattiesburg,South,MS,39401,Consumer,Standard Class,Office Supplies,Appliances,5,0.1,321.04,90.8046
Hattiesburg,South,MS,39401,Consumer,Standard Class,Technology,Accessories,5,0.1,52.4,24.4254
New York City,East,NY,10024,Corporate,First Class,Office Supplies,Binders,3,0.3,25.984,9.9798
New York City,East,NY,10024,Corporate,First Class,Technology,Phones,6,0.1,464.4,135.5854
New York City,East,NY,10024,Corporate,First Class,Office Supplies,Appliances,4,0.1,236.35,78.8889
New York City,East,NY,10024,Corporate,First Class,Office Supplies,Paper,5,0.1,40.36,19.0074
Cuyahoga Falls,East,OH,44221,Consumer,Standard Class,Office Supplies,Binders,5,0.8,18.928,-11.3266
Seattle,West,WA,98103,Consumer,Standard Class,Technology,Accessories,3,0.1,18.3,4.4264
Seattle,West,WA,98103,Consumer,Standard Class,Office Supplies,Storage,3,0.1,82.36,1.0254
Mesa,West,AZ,85204,Consumer,Second Class,Office Supplies,Storage,4,0.3,273.136,-63.7494
Mesa,West,AZ,85204,Consumer,Second Class,Office Supplies,Paper,5,0.3,18.896,7.7302
Mesa,West,AZ,85204,Consumer,Second Class,Furniture,Chairs,3,0.3,442.32,50.7414
Mesa,West,AZ,85204,Consumer,Second Class,Furniture,Bookcases,7,0.8,128.164,-190.6206
Salt Lake City,West,UT,84106,Home Office,Second Class,Office Supplies,Paper,4,0.1,166.84,80.9166
Los Angeles,West,CA,90045,Consumer,Standard Class,Office Supplies,Paper,3,0.1,13.78,7.1802
Jacksonville,South,NC,28540,Consumer,Standard Class,Technology,Accessories,3,0.3,24.4,-1.6746
Lakewood,East,OH,44107,Corporate,Standard Class,Office Supplies,Envelopes,5,0.3,24.848,9.8878
Lake Forest,West,CA,92630,Home Office,Standard Class,Office Supplies,Labels,3,0.1,6.56,3.9822
Lake Forest,West,CA,92630,Home Office,Standard Class,Furniture,Chairs,5,0.3,915.536,103.9782
Lake Forest,West,CA,92630,Home Office,Standard Class,Office Supplies,Paper,3,0.1,8.96,4.8774
Lake Forest,West,CA,92630,Home Office,Standard Class,Office Supplies,Paper,3,0.1,98.22,47.0008
Portland,West,OR,97206,Corporate,Standard Class,Office Supplies,Paper,7,0.3,31.504,12.3006
Portland,West,OR,97206,Corporate,Standard Class,Office Supplies,Appliances,2,0.3,11.576,1.8636
Charlotte,South,NC,28205,Consumer,Standard Class,Office Supplies,Labels,3,0.3,5.44,2.7894
Aurora,Central,IL,60505,Home Office,Second Class,Furniture,Furnishings,5,0.7,242.576,-301.6946
Philadelphia,East,PA,19140,Corporate,Standard Class,Furniture,Tables,3,0.5,337.576,-116.9862
Thornton,West,CO,80229,Consumer,Second Class,Office Supplies,Art,7,0.3,13.744,2.0262
Thornton,West,CO,80229,Consumer,Second Class,Technology,Accessories,7,0.3,77.152,11.5788
Thornton,West,CO,80229,Consumer,Second Class,Technology,Accessories,9,0.3,102.736,15.0966
Thornton,West,CO,80229,Consumer,Second Class,Office Supplies,Paper,3,0.3,10.72,4.7664
Thornton,West,CO,80229,Consumer,Second Class,Office Supplies,Supplies,8,0.3,47.72,6.9404
Thornton,West,CO,80229,Consumer,Second Class,Furniture,Furnishings,4,0.3,23.776,8.0382
Thornton,West,CO,80229,Consumer,Second Class,Furniture,Furnishings,6,0.3,17.12,4.3694
Thornton,West,CO,80229,Consumer,Second Class,Furniture,Furnishings,2,0.3,16.592,5.6806
Davis,West,CA,95616,Consumer,Standard Class,Office Supplies,Paper,6,0.1,32.8,16.5774
